presence,retailers,type,name,brand,min_price,max_price,sample_url
1,El Catador,tinto,Casanova di Neri Tenuta Nuova,Casanova di Neri,12900,12900,https://elcatador.com/products/casanova-di-neri-tenuta-nuova
1,El Catador,tinto,Casillero del Diablo Merlot,Casillero del Diablo,980,980,https://elcatador.com/products/casillero-del-diablo-merlot
1,El Catador,tinto,Casillero del Diablo Red Blend,Casillero del Diablo,980,980,https://elcatador.com/products/casillero-del-diablo-red-blend
1,El Catador,tinto,Caymus Cabernet Sauvignon,Caymus,8980,8980,https://elcatador.com/products/caymus-cabernet-sauvignon
1,El Catador,tinto,Caymus California Cabernet Sauvignon,Wagner Family of Wines,5750,5750,https://elcatador.com/products/caymus-california-cabernet-sauvignon
1,El Catador,tinto,Caymus Special Selection Cabernet Sauvignon,Caymus,21900,21900,https://elcatador.com/products/caymus-special-selection-cabernet-sauvignon
1,El Catador,tinto,Caymus Suisun Grand Durif,Caymus,7180,7180,https://elcatador.com/products/caymus-suisun-grand-durif
1,El Catador,tinto,Caymus the Walking Fool,Caymus,4680,4680,https://elcatador.com/products/caymus-the-walking-fool
1,El Catador,tinto,Cepa 21,Cepa 21,2590,2590,https://elcatador.com/products/cepa-21
1,El Catador,tinto,Château Branaire Ducru 2014,Château Branaire Ducru,6700,6700,https://elcatador.com/products/chateau-branaire-ducru-2014
1,El Catador,tinto,Château Cantenac Brown 2017,Château Cantenac Brown,6900,6900,https://elcatador.com/products/chateau-cantenac-brown-2018
1,El Catador,tinto,Château Clos de l'Oratoire 2016,Château Clos de l'Oratoire,5700,5700,https://elcatador.com/products/chateau-clos-de-loratoire-2016
1,El Catador,tinto,Château Dauzac 2016,Château Dauzac,5980,5980,https://elcatador.com/products/chateau-dauzac-2016
1,El Catador,tinto,Château De Pez 2016,Chateau Pez,5200,5200,https://elcatador.com/products/chateau-de-pez-2010
1,El Catador,tinto,Château Gloria 2020,Château Gloria,5900,5900,https://elcatador.com/products/chateau-gloria-2020
1,El Catador,tinto,Château Greysac 2020,Château Greysac,2190,2190,https://elcatador.com/products/chateau-greysac-2020
1,El Catador,tinto,CHÂTEAU HAUT-BRISSON 2018,Haut-Brisson,3280,3280,https://elcatador.com/products/chateau-haut-brisson-2018
1,El Catador,tinto,Château Meyne,Château Meyney,3980,3980,https://elcatador.com/products/chateau-meyne
1,El Catador,tinto,Château Pierre 1er,Château Pierre 1er,2780,2780,https://elcatador.com/products/chateau-pierre-1er-1
1,El Catador,tinto,Château Potensac 2015,Château Potensac,4100,4100,https://elcatador.com/products/chateau-potensac-2016
1,El Catador,tinto,Château Sénéjac 2020,Château Sénéjac,2680,2680,https://elcatador.com/products/chateau-senejac-2020
1,El Catador,tinto,Chateau Ste Michelle Columbia Cabernet Sauvignon,Chateau Ste Michelle,1950,1950,https://elcatador.com/products/chateau-ste-michelle-columbia-cabernet-sauvignon
1,El Catador,tinto,Chateau Ste. Michelle Indian Wells Cabernet Sauvignon,Chateau Ste Michelle,2490,2490,https://elcatador.com/products/chateau-st-michelle-indian-wells-cabernet-sauvignon
1,El Catador,tinto,Château Tour de Pez 2017,Chateau Pez,2580,2580,https://elcatador.com/products/chateau-tour-de-pez-2017
1,El Catador,tinto,Clos de L'Oratoire 2018,Château Clos de l'Oratoire,5500,5500,https://elcatador.com/products/clos-de-loratoire-2019
1,El Catador,tinto,Clos De Los Siete,Clos de los siete,2650,2650,https://elcatador.com/products/clos-de-los-siete
1,El Catador,tinto,Clos de Papes,Clos des Papes,9500,9500,https://elcatador.com/products/clos-de-papes
1,El Catador,tinto,Cloudy Bay Pinot Noir,Cloudy Bay,5800,5800,https://elcatador.com/products/cloudy-bay-pinot-noir
1,El Catador,tinto,Colección Benjamín Romeo,Contador,65000,65000,https://elcatador.com/products/coleccion-benjamin-romeo
1,El Catador,tinto,Condado De Haza Crianza,Condado de Haza,1950,1950,https://elcatador.com/products/condado-de-haza-crianza
1,El Catador,tinto,Contador,Contador,26500,26500,https://elcatador.com/products/contador
1,El Catador,tinto,Continuum Estate  2018,Continuum,31500,31500,https://elcatador.com/products/continuum-estate
1,El Catador,tinto,Conundrum Red Blend,Conundrum,2250,2250,https://elcatador.com/products/conundrum-red-blend
1,El Catador,tinto,Corte Fiore Italian Red Blend,Lupi Reali,1550,1550,https://elcatador.com/products/corte-fiore-italian-red-blend-1
1,El Catador,tinto,Cosme Palacio Crianza,Glorioso,2290,2290,https://elcatador.com/products/cosme-palacio-crianza
1,El Catador,tinto,Crognolo,Tenuta Sette Ponti,2790,2790,https://elcatador.com/products/crognolo
1,El Catador,tinto,Culmen Reserva 2015,LAN,5890,5890,https://elcatador.com/products/culmen-reserva-2015
1,El Catador,tinto,Cupcake Red Velvet,Cupcake,1350,1350,https://elcatador.com/products/cupcake-red-velvet
1,El Catador,tinto,Daou Cabernet Sauvignon 375 ml,Daou,1550,1550,https://elcatador.com/products/daou-cabernet-sauvignon-1-2-bot
1,El Catador,tinto,Daou Reserve Cabernet Sauvignon 2015,Daou,5000,5000,https://elcatador.com/products/daou-reserve-cabernet-sauvignon-2017
