presence,retailers,type,name,brand,min_price,max_price,sample_url
1,Vinos El Kiosco,tinto,Vino Tinto Frontera Bi Varietal,,27500,27500,https://www.vinoselkiosco.com/tienda/vino-frontera-bi-varietal/
1,Vinos El Kiosco,tinto,Vino Tinto Frontera Bib Cabernet Sauvignon,,60100,60100,https://www.vinoselkiosco.com/tienda/frontera-bib-cabernet-sauvignon/
1,Vinos El Kiosco,tinto,Vino Tinto Frontera Specialties,,26200,26200,https://www.vinoselkiosco.com/tienda/vino-frontera-specialties-tinto/
1,Jumbo,tinto,Vino Tinto Frontera Sweet Selection F.Rojos 750ml,FRONTERA,54590,54590,https://www.jumbocolombia.com/vino-tinto-frontera-sweet-selection-f-rojos-750ml-388019/p
1,Jumbo,tinto,Vino Tinto Fuzion Cabernet Sauvignon 750ml,FUZION,41990,41990,https://www.jumbocolombia.com/vino-tinto-fuzion-cabernet-sauvignon-750ml-98736/p
1,Vinos El Kiosco,tinto,Vino Tinto Garzón Cabernet Franc Reserva,,138100,138100,https://www.vinoselkiosco.com/tienda/cabernet-franc-reserva/
1,Carulla,tinto,Vino tinto GARZON cabertnet  (750  ml),GARZON,154300,154300,https://www.carulla.com/vino-tinto-cabertnet-garzon-750-ml-3025579/p
1,Jumbo,tinto,Vino Tinto Gato Negro 9 Lives Ensamblaje 750ml,GATO NEGRO,84990,84990,https://www.jumbocolombia.com/vino-tinto-gato-negro-9-lives-ensamblaje-750ml-119701/p
1,Olímpica,tinto,Vino Tinto Gato Negro 9 Lives Reserve Carbenet Sauvignon 750 Ml,Gato Negro,53950,53950,https://www.olimpica.com/vino-gato-negro-tinto-9-lives-750ml/p
1,Jumbo,tinto,Vino Tinto Gato Negro 9 Lives Rve. Cab.Sauv.750ml,GATO NEGRO,84990,84990,https://www.jumbocolombia.com/vino-tinto-gato-negro-9-lives-rve--cab-sauv-750ml-49651/p
1,Olímpica,tinto,Vino Tinto Gato Negro Cabernet Sauvignon 187 Ml X4 Unds,Gato Negro,43095,43095,https://www.olimpica.com/vino-gato-negro-cabernet-four-187-750-ml-7804300123093-816105/p
1,Jumbo,tinto,Vino Tinto Gato Negro Cabernet Sauvignon375ml,GATO NEGRO,32990,32990,https://www.jumbocolombia.com/vino-tinto-gato-negro-cabernet-sauvignon375ml-8618/p
1,Jumbo,tinto,Vino Tinto Gato Negro Carmenere 750ml + Lata Torta,GATO NEGRO,,,https://www.jumbocolombia.com/vino-tinto-gato-negro-carmenere-750ml-372263/p
1,Jumbo,tinto,Vino Tinto Gato Negro Dulce Blend 750ml,GATO NEGRO,43990,43990,https://www.jumbocolombia.com/vino-tinto-gato-negro-dulce-blend-750ml-363944/p
1,Olímpica,tinto,Vino Tinto Gato Negro Semi Sweet 750 Ml X2 Unds,Gato Negro,56400,56400,https://www.olimpica.com/vino-gato-negro-tin-semi-sweet-750ml-x2/p
1,Dislicores,tinto,Vino Tinto Gato Negro Varietal Cabernet Sauvignon,Gato Negro,52500,52500,https://www.dislicores.com/vino-tinto-gato-negro-varietal-cabernet-sauvignon-ref100207/p
1,Dislicores,tinto,Vino Tinto Gato Negro Varietal Cabernet Sauvignon Media botella,Gato Negro,28990,28990,https://www.dislicores.com/vino-tinto-gato-negro-varietal-cabernet-sauvignon-media-botella-ref100186/p
1,Dislicores,tinto,Vino Tinto Gato Negro Varietal Cabernet Sauvignon Piba,Gato Negro,15990,15990,https://www.dislicores.com/vino-tinto-gato-negro-varietal-cabernet-sauvignon-piba-ref100103/p
1,Dislicores,tinto,Vino Tinto Gato Negro Varietal Semi Sweet Red,Gato Negro,48990,48990,https://www.dislicores.com/vino-tinto-gato-negro-varietal-semi-sweet-red--ref100206/p
